User_Name,followers_Count,Likes,Retweets,Reply,Impression,Text,Label,hashtags,Lemma,Porterstemmer,Snowballstemmer
Man Savings,108731,16,4,3,27458,"Ad : adidas 'Rod Laver Vintage' reduced to just £33

🔗https://t.co/nYoeDXtGCS

*£65 RRP -Sizes 6 to 11
 (£6.99 p&amp;p) https://t.co/RrwvOm4EPG",Adidas,,ad adidas rod laver vintage reduced rrp size p amp p,ad adida rod laver vintag reduc rrp size p amp p,ad adida rod laver vintag reduc rrp size p amp p
Sneaker Freaker,315382,10,3,1,5801,This is everything we know 👀 https://t.co/5ceUxjDFDx,Adidas,,everything know,everyth know,everyth know
The Sole Supplier,268033,21,2,0,15522,"The Bad Bunny x adidas Campus light takes on an ""Olive"" hue 🫒 

Link &gt; https://t.co/cMl2oIaAqt https://t.co/asKYvsb2sx",Adidas,,bad bunny x adidas campus light take olive hue link gt,bad bunni x adida campu light take oliv hue link gt,bad bunni x adida campus light take oliv hue link gt
size?,201075,26,1,1,12545,"Centered on an unreleased prototype from the '60s, the #adidasOriginals Mexicana Prototype is online now &gt; https://t.co/RSvY0Qscq1 https://t.co/2cGqVM7raa",Adidas,adidasoriginals,centered unreleased prototype mexicana prototype online gt,center unreleas prototyp mexicana prototyp onlin gt,center unreleas prototyp mexicana prototyp onlin gt
TechGlare Deals,55242,5,1,0,8425,"GRAB : Min 70% Off On Adidas Shoes 

899 : https://t.co/czD7hbtvto
1079 : https://t.co/uHy4d5ps0C
1082 : https://t.co/Zry4pRCyZO
1160 : https://t.co/FJ0eyeJRiB
1370 : https://t.co/J8sMGx3km2

More : https://t.co/16wkqrc7Rw",Adidas,,grab min adidas shoe,grab min adida shoe,grab min adida shoe
Insider Business,3991855,12,1,2,17360,"Nike, loaded with new products, is already reaping the benefits of Adidas' struggles after the abrupt end of its Yeezy business https://t.co/zP9IYbkuTb",Adidas,,nike loaded new product already reaping benefit adidas struggle abrupt end yeezy business,nike load new product alreadi reap benefit adida struggl abrupt end yeezi busi,nike load new product alreadi reap benefit adida struggl abrupt end yeezi busi
Fat Kid Deals,661029,9,2,0,12312,"adidas Beanie, $8!!

https://t.co/nPakLiwXgJ https://t.co/dzH37EdrZk",Adidas,,adidas beanie,adida beani,adida beani
Fat Kid Deals,661029,3,1,0,14064,"adidas Beanie, $8!!

https://t.co/nPakLiwXgJ https://t.co/S6MglPkOz2",Adidas,,adidas beanie,adida beani,adida beani
Kicks Deals,474160,11,1,0,19304,"🙌 Select sizes under 10 are $70 OFF retail for the @MiamiHurricanes adidas UltraBOOST 1.0 at $130 + FREE shipping.

BUY HERE -&gt; https://t.co/wXoNgdQrg2 (promotion - use code SAVEBIG at checkout) https://t.co/pA6s6xEPdB",Adidas,,select size retail adidas ultraboost free shipping buy gt promotion use code savebig checkout,select size retail adida ultraboost free ship buy gt promot use code savebig checkout,select size retail adida ultraboost free ship buy gt promot use code savebig checkout
Nebraska Bowling,2917,91,2,1,2034,"Sitting at the top after day one! 🔴🌽🎳‼️

#stormnation #Turbo #GBR #HuskerBowling #adidas #MagnumBowlingProducts  #immortalizeyourgame 

https://t.co/D06oYL4KVA https://t.co/ecUtxOEAS1",Adidas,stormnation turbo gbr huskerbowling adidas magnumbowlingproducts immortalizeyourgame,sitting top day one,sit top day one,sit top day one
Fat Kid Deals,661029,3,0,0,14161,"6 Pairs of Women's Adidas Socks, $12! (40% off)

https://t.co/0VqkrGAt9Q https://t.co/cBzYLMJqtS",Adidas,,pair woman adidas sock,pair women adida sock,pair women adida sock
Kicks Deals,474160,8,1,0,18013,"The appealing core white/off white-court green adidas Stan Smith is available for $75 + you can get FREE shipping.

BUY HERE -&gt; https://t.co/iDNXXSqH4S (promotion - use code SAVEBIG at checkout) https://t.co/X01nAlrqc8",Adidas,,appealing core white white court green adidas stan smith available get free shipping buy gt promotion use code savebig checkout,appeal core white white court green adida stan smith avail get free ship buy gt promot use code savebig checkout,appeal core white white court green adida stan smith avail get free ship buy gt promot use code savebig checkout
Fat Kid Deals,661029,6,0,0,14950,"6-Pack adidas Socks for $12! (Retail $20)

https://t.co/mJPepEk0jj https://t.co/9qK4zvdxkZ",Adidas,,pack adidas sock retail,pack adida sock retail,pack adida sock retail
Fat Kid Deals,661029,2,0,1,14851,"Price Drop!!

adidas Men's Team Issue Fold Beanie for $8, was $20!

https://t.co/nhHBxZLMYe https://t.co/Yd5QMoi1Qg",Adidas,,price drop adidas men team issue fold beanie,price drop adida men team issu fold beani,price drop adida men team issu fold beani
City Gear,92979,0,0,0,1079,"💯 💯 Keep a chill vibe and an understated style. 🔺 🔻 

@Adidas #CityGearInMotion #EvolveStyle #3StripeLife #weekendvibes #StyleInMotion 

https://t.co/Re9nDD8Et5 https://t.co/tRAX1R2ECm",Adidas,citygearinmotion evolvestyle 3stripelife weekendvibes styleinmotion,keep chill vibe understated style,keep chill vibe underst style,keep chill vibe underst style
Footwear News,28114,1,0,1,420,"The Best adidas Running Shoes of 2023 So Far
https://t.co/fWUXb71HSm",Adidas,,best adidas running shoe far,best adida run shoe far,best adida run shoe far
Ronnie Shirley,131251,19,13,2,2021,"Hey @adidas @adidasoriginals @adidasUS @adidasUK why wouldn’t you just donate the Yeezys to say kids in foster care- you wouldn’t have to pay Kayne- 
Wouldn’t destroy 500 mil &amp;you would be showing those kids this is why you have hope and keep faith  - retweet if you agree",Adidas,,hey wouldnt donate yeezys say kid foster care wouldnt pay kayne wouldnt destroy mil amp would showing kid hope keep faith retweet agree,hey wouldnt donat yeezi say kid foster care wouldnt pay kayn wouldnt destroy mil amp would show kid hope keep faith retweet agre,hey wouldnt donat yeezi say kid foster care wouldnt pay kayn wouldnt destroy mil amp would show kid hope keep faith retweet agre
Insider Retail,35795,0,0,0,330,"Nike, loaded with new products, is already reaping the benefits of Adidas' struggles after the abrupt end of its Yeezy business https://t.co/4E2MP0jiua",Adidas,,nike loaded new product already reaping benefit adidas struggle abrupt end yeezy business,nike load new product alreadi reap benefit adida struggl abrupt end yeezi busi,nike load new product alreadi reap benefit adida struggl abrupt end yeezi busi
👑 Brandon “Scoop B” Robinson,44493,39,3,1,6290,"Adidas came blessed me with kicks! 

Thanks for the care package! 

James Harden Volume 7’s will be added to the kicks rotation. https://t.co/4HvFMON1KQ",Adidas,,adidas came blessed kick thanks care package james harden volume added kick rotation,adida came bless kick thank care packag jame harden volum ad kick rotat,adida came bless kick thank care packag jame harden volum ad kick rotat
Nebraska Baseball,112886,213,10,5,57983,".@adidasDugout bringing the heat. 🔥

Our new home white uniforms are available at https://t.co/ouWpvHyIC5 or by clicking 'view shop' on our Twitter profile. 📲

Don't miss out, get yours today! 👏 https://t.co/c2Iwr41pnr",Adidas,,bringing heat new home white uniform available clicking view shop twitter profile miss get today,bring heat new home white uniform avail click view shop twitter profil miss get today,bring heat new home white uniform avail click view shop twitter profil miss get today
NHL Shop,18796,121,9,14,0,Shop the Adidas Team Classics Collection today! 🏒,Adidas,,shop adidas team classic collection today,shop adida team classic collect today,shop adida team classic collect today
Arunava Chaudhuri | arunfoot,6734,0,0,0,345,"#adidas launch the 90s Football Icons Collection! 

https://t.co/FBuordkuhY",Adidas,adidas,launch football icon collection,launch footbal icon collect,launch footbal icon collect
The Cut,1427381,1,0,0,4290,"#5QuestionsWith: For @jennaortega, an Adidas partnership is a true full-circle moment. @biancamnieves chatted with her about the German brand, her days as a soccer player, and how she manages expectations as a Latina in Hollywood https://t.co/SDVkrWttR4",Adidas,5questionswith,adidas partnership true full circle moment chatted german brand day soccer player manages expectation latina hollywood,adida partnership true full circl moment chat german brand day soccer player manag expect latina hollywood,adida partnership true full circl moment chat german brand day soccer player manag expect latina hollywood
Fat Kid Deals,661029,1,0,0,13919,"adidas Women's Tiro 21 Track Jacket for $25, reg $50!

https://t.co/F6w0DnC5Om https://t.co/au8meTN96R",Adidas,,adidas woman tiro track jacket reg,adida women tiro track jacket reg,adida women tiro track jacket reg
Fat Kid Deals,661029,4,0,0,14135,"adidas Men's Team Issue Fold Beanie for $8, reg $20!

https://t.co/MCLikaJAEK https://t.co/b4fwbKWfVN",Adidas,,adidas men team issue fold beanie reg,adida men team issu fold beani reg,adida men team issu fold beani reg
Dirk,11951,9,0,2,1593,OH IT IS BEAUTIFUL @adidas https://t.co/JTKIv0wDdr,Adidas,,oh beautiful,oh beauti,oh beauti
Man Savings,108731,52,2,1,25995,"Ad: adidas Arkesden SPZL👌

Available here &gt;&gt; https://t.co/a3P5Vsm55H

Thanks for the pic📸____granto (insta) https://t.co/EY0hJhgVem",Adidas,,ad adidas arkesden spzl available gt gt thanks pic granto insta,ad adida arkesden spzl avail gt gt thank pic granto insta,ad adida arkesden spzl avail gt gt thank pic granto insta
Danni Santana,1112,2,1,1,491,"Nike always dominates monthly ""hyped"" releases thanks to its classic silhouettes or interesting collaborations. 

But it's becoming almost too easy with archrival Adidas licking its wounds after a tough 2022.

https://t.co/Xz2TFOo1KF

@BusinessInsider",Adidas,,nike always dominates monthly hyped release thanks classic silhouette interesting collaboration becoming almost easy archrival adidas licking wound tough,nike alway domin monthli hype releas thank classic silhouett interest collabor becom almost easi archriv adida lick wound tough,nike alway domin month hype releas thank classic silhouett interest collabor becom almost easi archriv adida lick wound tough
Eurobasket,31561,0,0,1,847,Adidas Next Generation Tournament - Recap of Day 1 in Zadar https://t.co/xY3O0KOP31,Adidas,,adidas next generation tournament recap day zadar,adida next gener tournament recap day zadar,adida next generat tournament recap day zadar
Arunava Chaudhuri | arunfoot,6734,0,0,0,324,"1.FC #UnionBerlin &amp; #adidas extend their partnership! 

https://t.co/4XhLoGfGdl",Adidas,unionberlin adidas,fc amp extend partnership,fc amp extend partnership,fc amp extend partnership
FORTUNE,2365681,5,1,1,7617,"👟 With eyes on Nike and Adidas, New Balance’s CEO has plans to double in size. https://t.co/RSmk7NPhuP",Adidas,,eye nike adidas new balance ceo plan double size,eye nike adida new balanc ceo plan doubl size,eye nike adida new balanc ceo plan doubl size
Mike Phillips,287839,12,0,0,8871,"‼️ SAVE THE DATE ‼️

A proud moment in my journey and so excited to share this with you. Only 3 days to go - Stay tuned!

🔗 More details click link in Bio 

@Meta_Lete 

#nextgeneration #BritishAndIrishLions #Lions #adidas #WelshRugby #sixnationsrugby #MetaLeteMoments #Dubai https://t.co/J3fA45sRfW",Adidas,nextgeneration britishandirishlions lions adidas welshrugby sixnationsrugby metaletemoments dubai,save date proud moment journey excited share day go stay tuned detail click link bio,save date proud moment journey excit share day go stay tune detail click link bio,save date proud moment journey excit share day go stay tune detail click link bio
adidas Football US,133050,480,51,30,144589,"Train like an MVP 😏

New essential colorways of the Mahomes 1 Impact FLX are out now 🔗 https://t.co/OmJN60ZLFV.

@PatrickMahomes x #adidasFootball https://t.co/I9DFTncwTg",Adidas,adidasfootball,train like mvp new essential colorways mahomes impact flx x,train like mvp new essenti colorway mahom impact flx x,train like mvp new essenti colorway mahom impact flx x
CNBC,5096165,25,6,3,21615,Ex-basketball star thought Nike and Adidas weren't doing enough for Black people—so he built a $30 million competitor. (via @CNBCMakeIt) https://t.co/ub7bfyvNDn,Adidas,,ex basketball star thought nike adidas enough black peopleso built million competitor via,ex basketbal star thought nike adida enough black peopleso built million competitor via,ex basketbal star thought nike adida enough black peopleso built million competitor via
RYDER RIPPS 🔜,33250,56,5,14,4405,"im not in favor of burning stuff.. i have many more creative ideas that would be more productive, hit my line @adidas https://t.co/Awc2Zom177",Adidas,,im favor burning stuff many creative idea would productive hit line,im favor burn stuff mani creativ idea would product hit line,im favor burn stuff mani creativ idea would product hit line
adidas Hockey,61812,56,4,4,9829,"Classic is back 🔵⚪️

Break open the time capsule and transport yourself and style back to 1972 with the @MapleLeafs Team Classics #AEROREADY jersey. Shop it now at https://t.co/P8xwTgZjf1

#adidasHockey x #LeafsForever @NHL https://t.co/u5vgGnyKfL",Adidas,aeroready adidashockey leafsforever,classic back break open time capsule transport style back team classic jersey shop x,classic back break open time capsul transport style back team classic jersey shop x,classic back break open time capsul transport style back team classic jersey shop x
Insider News,31542,0,0,0,251,"Nike, loaded with new products, is already reaping the benefits of Adidas' struggles after the abrupt end of its Yeezy business https://t.co/hoAkwo8TU9",Adidas,,nike loaded new product already reaping benefit adidas struggle abrupt end yeezy business,nike load new product alreadi reap benefit adida struggl abrupt end yeezi busi,nike load new product alreadi reap benefit adida struggl abrupt end yeezi busi
Kicks Deals,474160,20,0,0,19823,"For a limited time, the black/carbon adidas UltraBOOST DNA XXII is available for $84 + you can get FREE shipping. Retail is $190.

BUY HERE -&gt; https://t.co/50Lif88nyb (promotion - use code SAVEBIG at checkout) https://t.co/1Rv7t7OC4c",Adidas,,limited time black carbon adidas ultraboost dna xxii available get free shipping retail buy gt promotion use code savebig checkout,limit time black carbon adida ultraboost dna xxii avail get free ship retail buy gt promot use code savebig checkout,limit time black carbon adida ultraboost dna xxii avail get free ship retail buy gt promot use code savebig checkout
dpa news agency,19757,0,0,0,435,"NEXT WEEK: Rishi Sunak's Channel hopping +++ Challenging times at Adidas +++ NATO's naysayers +++ F1 in the starting blocks +++ Champions League's last 16 +++ and winds of change in Berlin's city hall.

Read our weekly newsletter here: https://t.co/LKvfKflSpX https://t.co/YBZLL1SSAk",Adidas,,next week rishi sunak channel hopping challenging time adidas nato naysayer starting block champion league last wind change berlin city hall read weekly newsletter,next week rishi sunak channel hop challeng time adida nato naysay start block champion leagu last wind chang berlin citi hall read weekli newslett,next week rishi sunak channel hop challeng time adida nato naysay start block champion leagu last wind chang berlin citi hall read week newslett
"Fr. Robert Ballecer, SJ",43943,49,1,5,2714,"Naw...

Bury them in the desert next to the pit filled with ""ET"" cartridges.

https://t.co/U6mljTMzYf",Adidas,,naw bury desert next pit filled et cartridge,naw buri desert next pit fill et cartridg,naw buri desert next pit fill et cartridg
adidas Hockey,61812,31,4,2,8754,"Turning up the heat 🔥

Break open the time capsule and transport yourself and style back to 1973 with the @NHLFlames Team Classics #AEROREADY jersey. Snag yours now 👉 https://t.co/P8xwTgZR4z

#adidasHockey x #Flames @NHL https://t.co/9BHIyQVw3Z",Adidas,aeroready adidashockey flames,turning heat break open time capsule transport style back team classic jersey snag x,turn heat break open time capsul transport style back team classic jersey snag x,turn heat break open time capsul transport style back team classic jersey snag x
Champs Sports,566925,2,0,0,6684,"Find Your Park 🧡

Shop Adidas Ivy Park online now at Champs Sports #WeKnowGame 

Buy | https://t.co/JBjFPftJ3U https://t.co/Ew3yvPKHmu",Adidas,weknowgame,find park shop adidas ivy park online champ sport buy,find park shop adida ivi park onlin champ sport buy,find park shop adida ivi park onlin champ sport buy
Fat Kid Deals,661029,4,0,0,15343,"adidas Stadium 3 Sports Backpack for $37.70, reg $60!

https://t.co/5s19I9EWw2 https://t.co/Nt3feVRJjo",Adidas,,adidas stadium sport backpack reg,adida stadium sport backpack reg,adida stadium sport backpack reg
adidas Hockey,61812,134,8,12,33621,"Whale Watching 🐋

Break open the time capsule and transport yourself and style back to 1994 with the @Canes Team Classics #AEROREADY jersey. Get it while you can 🔗 https://t.co/P8xwTgZR4z

#adidasHockey x #LetsGoCanes @NHL https://t.co/7Curq6ZkdA",Adidas,aeroready adidashockey letsgocanes,whale watching break open time capsule transport style back team classic jersey get x,whale watch break open time capsul transport style back team classic jersey get x,whale watch break open time capsul transport style back team classic jersey get x
Man Savings,108731,16,1,0,16703,"Ad : adidas TRX Vintage reduced to £49.99

🔗https://t.co/Hzd9quvJg8

*£84.99 RRP - Sizes to 12.5 https://t.co/Isux4SnLip",Adidas,,ad adidas trx vintage reduced rrp size,ad adida trx vintag reduc rrp size,ad adida trx vintag reduc rrp size
Fortuna Düsseldorf,174574,38,2,3,5241,"🆕 Neu im Shop 🆕

👉 https://t.co/Eakbl2ehk7

#f95 | 🔴⚪️ https://t.co/NGPqRfa1cS",Adidas,f95,neu im shop,neu im shop,neu im shop
Black Ambition,2370,3,0,0,172,"Attention all HBCU students! The So Ambitious Tour is coming to Grambling State University and you don't want to miss this incredible opportunity!

This stop is powered by adidas. 

Apply by 3/6: https://t.co/BwyRSXJln8 

#HBCUtour #blackambition #tmcf #techstars #hbcustudents https://t.co/NlmeVv77lb",Adidas,hbcutour blackambition tmcf techstars hbcustudents,attention hbcu student ambitious tour coming grambling state university want miss incredible opportunity stop powered adidas apply,attent hbcu student ambiti tour come grambl state univers want miss incred opportun stop power adida appli,attent hbcu student ambiti tour come grambl state univers want miss incred opportun stop power adida appli
adidas Hockey,61812,164,21,6,19597,"Quack Attack 🦆

Break open the time capsule and transport yourself and style back to 1993 with the @AnaheimDucks Team Classics #AEROREADY jersey. Shop it now ➡️ https://t.co/P8xwTgZR4z

#adidasHockey x #FlyTogether @NHL https://t.co/JtOtoPSAOx",Adidas,aeroready adidashockey flytogether,quack attack break open time capsule transport style back team classic jersey shop x,quack attack break open time capsul transport style back team classic jersey shop x,quack attack break open time capsul transport style back team classic jersey shop x
Fat Kid Deals,661029,2,0,0,14527,"adidas Men's Team Issue Fold Beanie for $8, reg $20!

https://t.co/MCLikaJAEK https://t.co/7uE9r6NxhY",Adidas,,adidas men team issue fold beanie reg,adida men team issu fold beani reg,adida men team issu fold beani reg
Capitals Stores,5170,9,0,1,1193,"Stadium Series Heat Press Customization now available in-store for $70! 

This is available ONLY on Adult Fanatics &amp; Adult Adidas Authentics! 

Women’s cut jerseys and Youth jerseys can still be customized, however they must be sent out to be full stitched for $90.

#ALLCAPS https://t.co/FydGqIvQzj",Adidas,allcaps,stadium series heat press customization available store available adult fanatic amp adult adidas authentics woman cut jersey youth jersey still customized however must sent full stitched,stadium seri heat press custom avail store avail adult fanat amp adult adida authent women cut jersey youth jersey still custom howev must sent full stitch,stadium seri heat press custom avail store avail adult fanat amp adult adida authent women cut jersey youth jersey still custom howev must sent full stitch
Fat Kid Deals,661029,0,1,0,13866,"3-pair adidas Womens  No Show Socks for $4.90, ref $14!

https://t.co/CbtYCPjoVb https://t.co/p31dznIMuG",Adidas,,pair adidas woman show sock ref,pair adida women show sock ref,pair adida women show sock ref
RingerNBA,131613,0,1,0,12159,"📰 Adidas 2023 basketball footwear preview
👟 Nike SB x Air Jordan 4 “Pine Green”
👕 Cop or Drop: off-court fits from Tyrese Haliburton and Dillon Brooks

#FullCourtFits with Big Wos: https://t.co/2cxAPoBl2w",Adidas,fullcourtfits,adidas basketball footwear preview nike sb x air jordan pine green cop drop court fit tyrese haliburton dillon brook big wos,adida basketbal footwear preview nike sb x air jordan pine green cop drop court fit tyres haliburton dillon brook big wo,adida basketbal footwear preview nike sb x air jordan pine green cop drop court fit tyres haliburton dillon brook big wos
adidas Hockey,61812,242,11,11,43471,"Return of the Rockies 🏔

Break open the time capsule and transport yourself and style back to 1977 with the @NJDevils  Team Classics #AEROREADY jersey. Available now 🔗 https://t.co/P8xwTgZR4z

#adidasHockey x @NJDevils @NHL https://t.co/JkXEUwKGxo",Adidas,aeroready adidashockey,return rockies break open time capsule transport style back team classic jersey available x,return rocki break open time capsul transport style back team classic jersey avail x,return rocki break open time capsul transport style back team classic jersey avail x
Business Journals,53588,0,0,0,124,"Plus, checking in with Crux brewery on its Portland pub plans.  https://t.co/IoQCCRAIBF",Adidas,,plus checking crux brewery portland pub plan,plu check crux breweri portland pub plan,plus check crux breweri portland pub plan
adidas Hockey,61812,47,2,5,12511,"Back to their roots 🔵🔴⚪️

Break open the time capsule and transport yourself and style back to 1979 with the @NYRangers Team Classics #AEROREADY jersey. Grab one now ➡️ https://t.co/P8xwTgZR4z

#adidasHockey x #NoQuitInNY @NHL https://t.co/tykhnJfWGA",Adidas,aeroready adidashockey noquitinny,back root break open time capsule transport style back team classic jersey grab one x,back root break open time capsul transport style back team classic jersey grab one x,back root break open time capsul transport style back team classic jersey grab one x
Complex Sneakers,926750,14,2,0,33623,"The Complex Sneakers Podcast is co-hosted by Joe La Puma, Brendan Dunne, and Matt Welty. This week, the co-hosts discuss Nike’s new release policy. https://t.co/RLDR4Zs76U",Adidas,,complex sneaker podcast co hosted joe la puma brendan dunne matt welty week co host discus nike new release policy,complex sneaker podcast co host joe la puma brendan dunn matt welti week co host discuss nike new releas polici,complex sneaker podcast co host joe la puma brendan dunn matt welti week co host discuss nike new releas polici
Nice Kicks,1479950,105,4,8,36679,".@Pharrell's latest ""Olive"" adidas Hu NMD S1 RYAT🌲 https://t.co/dNCS7aSQ7u",Adidas,,latest olive adidas hu nmd ryat,latest oliv adida hu nmd ryat,latest oliv adida hu nmd ryat
Golfweek,197657,0,0,0,3215,The Adidas ZG23 golf shoes are now available. Here's how to get a pair https://t.co/T44yQOiicI,Adidas,,adidas golf shoe available get pair,adida golf shoe avail get pair,adida golf shoe avail get pair
SHOWstudio,115014,12,3,0,1293,"Yohji Yamamoto and Adidas celebrated their 20th anniversary last year marking their enduring partnership that has transformed modern sportswear fashion collaborations. Now, they're taking it one step further with their new line, 'Y-3 Atelier'.

https://t.co/3az3rGYIyi https://t.co/WXCIdFCIlj",Adidas,,yohji yamamoto adidas celebrated anniversary last year marking enduring partnership transformed modern sportswear fashion collaboration taking one step new line atelier,yohji yamamoto adida celebr anniversari last year mark endur partnership transform modern sportswear fashion collabor take one step new line ateli,yohji yamamoto adida celebr anniversari last year mark endur partnership transform modern sportswear fashion collabor take one step new line ateli
Finish Line,741951,3,1,0,12893,"When you look good, you feel good! 

Shop the latest apparel and kicks from #adidas and style them your way. https://t.co/MXhF7VR7hx https://t.co/eBXYO5damH",Adidas,adidas,look good feel good shop latest apparel kick style way,look good feel good shop latest apparel kick style way,look good feel good shop latest apparel kick style way
adidas Golf,223233,14,2,3,6151,"Meet ZG23. Lightweight reinvented. 
We’ve redefined lightweight performance. Power up your game with the impossibly light feel and winning focus of ZG23.
Get them now on https://t.co/ET8xdSx0oo 
#ZG23 #adidasgolf https://t.co/CQhO4vG5Re",Adidas,zg23 adidasgolf,meet lightweight reinvented weve redefined lightweight performance power game impossiblylight feel winning focus get,meet lightweight reinvent weve redefin lightweight perform power game impossiblylight feel win focu get,meet lightweight reinvent weve redefin lightweight perform power game impossiblylight feel win focus get
Ray Long,27376,2,1,1,466,Adidas has $500 million worth of Kanye West sneakers and no good options https://t.co/zarL02isaT,Adidas,,adidas million worth kanye west sneaker good option,adida million worth kany west sneaker good option,adida million worth kany west sneaker good option
Man Savings,108731,18,2,1,17101,"Ad: adidas ZX 10000 C reduced to £64.99

🔗https://t.co/igfePrgmon

£99.99 RRP - Sizes 3.5 to 13.5 (Low Stock) https://t.co/uMQH3MpEoo",Adidas,,ad adidas zx c reduced rrp size low stock,ad adida zx c reduc rrp size low stock,ad adida zx c reduc rrp size low stock
Footwear News,28114,2,0,0,376,"adidas Just Released Its Adilette Slides in New Colorways That Will Have You Walking With Comfort and Style
https://t.co/hyVeQbRbKD",Adidas,,adidas released adilette slide new colorways walking comfort style,adida releas adilett slide new colorway walk comfort style,adida releas adilett slide new colorway walk comfort style
Football Scotland,24603,7,1,0,5469,"📸🍀 New Celtic 'fourth kit' leaked as Adidas strip could be debuted this month 🤔

📎 https://t.co/uGLjCTQaiR https://t.co/iH7DPnIh2T",Adidas,,new celtic fourth kit leaked adidas strip could debuted month,new celtic fourth kit leak adida strip could debut month,new celtic fourth kit leak adida strip could debut month
World Soccer Shop,22410,3,0,0,1194,"Now more Accurate than ever 🎯

No longer on backorder, the adidas Predator Accuracy is in stock, shipping now: https://t.co/f4xdG5TiaB https://t.co/HrmCzAMWON",Adidas,,accurate ever longer backorder adidas predator accuracy stock shipping,accur ever longer backord adida predat accuraci stock ship,accur ever longer backord adida predat accuraci stock ship
Kirklees College,12722,4,0,0,289,"Last week, the Work Experience team welcomed Peter O’Toole to our Huddersfield Centre to speak to our Art and Design students. Peter is a famous Illustrator working with companies such as Nike, Ellesse, Clarks, Disney and Adidas and was an inspiring role model for our students! https://t.co/OsT068YBFU",Adidas,,last week work experience team welcomed peter otoole huddersfield centre speak art design student peter famous illustrator working company nike ellesse clark disney adidas inspiring role model student,last week work experi team welcom peter otool huddersfield centr speak art design student peter famou illustr work compani nike elless clark disney adida inspir role model student,last week work experi team welcom peter otool huddersfield centr speak art design student peter famous illustr work compani nike elless clark disney adida inspir role model student
EBONY MAGAZINE,443599,15,1,0,1890,"Following Damian Lillard’s epic 71-point game on Sunday, Adidas is marking the legendary performance by pricing all Dame 8 footwear at $71 for a limited time 🔥 Read more on EBONY. #EBONYMag
https://t.co/0CA3Fzcnis",Adidas,ebonymag,following damian lillards epic point game sunday adidas marking legendary performance pricing dame footwear limited time read ebony,follow damian lillard epic point game sunday adida mark legendari perform price dame footwear limit time read eboni,follow damian lillard epic point game sunday adida mark legendari perform price dame footwear limit time read eboni
The Shadow League,14807,0,1,0,205,"Who Is Lanny Smith and What Is 'Actively Black'?
https://t.co/KoIfcDbToW",Adidas,,lanny smith actively black,lanni smith activ black,lanni smith activ black
The Shadow League,14807,0,1,0,201,"Who Is Lanny Smith and What Is 'Actively Black'?
https://t.co/KoIfcDblzo",Adidas,,lanny smith actively black,lanni smith activ black,lanni smith activ black
Man Savings,108731,7,1,9,29702,"Ad : A new collection of football inspired clothing is now online @ adidas

Teams include

Manchester United
Arsenal
Italy
Ajax
Celtic 
Juventus
Real Madrid
FC Bayern 

🔗https://t.co/TNRG3tFD9h

* Must be signed up as a adiclub member to access https://t.co/YwsLOFbYU1",Adidas,,ad new collection football inspired clothing online adidas team include manchester united arsenal italy ajax celtic juventus real madrid fc bayern must signed adiclub member access,ad new collect footbal inspir cloth onlin adida team includ manchest unit arsen itali ajax celtic juventu real madrid fc bayern must sign adiclub member access,ad new collect footbal inspir cloth onlin adida team includ manchest unit arsenal itali ajax celtic juventus real madrid fc bayern must sign adiclub member access
ELLE Magazine (US),6965576,15,0,2,5529,How to Get Your Hands on a Pair of Adidas Samba Sneakers https://t.co/K36TeotV0L,Adidas,,get hand pair adidas samba sneaker,get hand pair adida samba sneaker,get hand pair adida samba sneaker
IOM Asia-Pacific,8950,3,2,0,195,"Did you know that by partnering with IOM, @adidas has seen a 77% increase in suppliers with policies to prevent forced labor and a 70% increase to prevent human trafficking? 

Learn more about the positive impact of ethical business practices: https://t.co/OHf3Bde2Gh https://t.co/BC24r9rFKE",Adidas,,know partnering iom seen increase supplier policy prevent forced labor increase prevent human trafficking learn positive impact ethical business practice,know partner iom seen increas supplier polici prevent forc labor increas prevent human traffick learn posit impact ethic busi practic,know partner iom seen increas supplier polici prevent forc labor increas prevent human traffick learn posit impact ethic busi practic
Complex,2556226,10,1,1,37859,"The Complex Sneakers Podcast is co-hosted by Joe La Puma, Brendan Dunne, and Matt Welty. This week, the co-hosts discuss Nike’s new release policy. https://t.co/dari4OinlU",Adidas,,complex sneaker podcast co hosted joe la puma brendan dunne matt welty week co host discus nike new release policy,complex sneaker podcast co host joe la puma brendan dunn matt welti week co host discuss nike new releas polici,complex sneaker podcast co host joe la puma brendan dunn matt welti week co host discuss nike new releas polici
Nick Riccardi,15259,0,0,1,771,"CPAC day 2: Another morning of complaints about Starbucks at the hotel breakfast area.

“Oh, Starbucks…!”

“I know, it’s getting that I can’t use anything now. I wore Nikes then had to switch to Adidas then the other day saw they had a man competing in a women’s sport!”",Adidas,,cpac day another morning complaint starbucks hotel breakfast area oh starbucks know getting cant use anything wore nike switch adidas day saw man competing woman sport,cpac day anoth morn complaint starbuck hotel breakfast area oh starbuck know get cant use anyth wore nike switch adida day saw man compet women sport,cpac day anoth morn complaint starbuck hotel breakfast area oh starbuck know get cant use anyth wore nike switch adida day saw man compet women sport
